[Header]
TITLE, IV scan 35 to 55 (0.1 scan)
FILEOPENTIME,13955921.88,3/9/2025,11:50 AM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm),Bridge 2 Std. Dev. (Ohm),Bridge 3 Std. Dev. (Ohm),Bridge 4 Std. Dev. (Ohm),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,13956342.66,4369,2.99975001811981,0.13400000333786,0,0.0393358914589044,34.9780006408691,-0.000510515703936107,34.9780006408691,462.096613769531,34.9780006408691,,,0.138752565286877,0.00131652716483197,0.0581480146465196,,25,0.0393358914589044,-0.000510515703936107,462.096613769531,
,13956351.11,4369,3.00134992599487,0.13400000333786,0,-0.00136103974247817,35.0999984741211,0.0026829441980226,35.0999984741211,461.971795654297,35.0999984741211,,,0.00131286206604327,0.0013288237133494,0.0422164144455652,,25,-0.00136103974247817,0.0026829441980226,461.971795654297,
,13956359.88,4369,3.00029993057251,0.13400000333786,0,-0.000320860269712284,35.1980018615723,0.000476954447512981,35.1980018615723,461.860435791016,35.1980018615723,,,0.00141284108249512,0.0013521629338523,0.0445409992331316,,25,-0.000320860269712284,0.000476954447512981,461.860435791016,
,13956369.14,4369,3.00039994716644,0.13400000333786,0,-0.000328645091503859,35.2960014343262,-0.00226159709272906,35.2960014343262,461.862580566406,35.2960014343262,,,0.00125198100049236,0.0010827631388059,0.0496029745618519,,25,-0.000328645091503859,-0.00226159709272906,461.862580566406,
,13956378.33,4369,2.99989998340607,0.13400000333786,0,0.0035447268281132,35.3930015563965,0.0044373769685626,35.3930015563965,461.806524658203,35.3930015563965,,,0.00134317515178774,0.00120501370276752,0.0370188989663526,,25,0.0035447268281132,0.0044373769685626,461.806524658203,
,13956387.02,4369,2.99995005130768,0.13400000333786,0,0.00159976771101356,35.4910011291504,0.000559058629442006,35.4910011291504,461.708778076172,35.4910011291504,,,0.00109611732808604,0.00125231018496377,0.0471615285652815,,25,0.00159976771101356,0.000559058629442006,461.708778076172,
,13956396.25,4369,2.99930000305176,0.13400000333786,0,-0.000849038385786116,35.5890007019043,-0.000583177881198935,35.5890007019043,461.701827392578,35.5890007019043,,,0.00141243671631892,0.00103318529122684,0.0526695664514034,,25,-0.000849038385786116,-0.000583177881198935,461.701827392578,
,13956405.22,4369,3.00040006637573,0.13400000333786,0,-0.000662888927327003,35.6860008239746,-0.000684272439102642,35.6860008239746,461.664151611328,35.6860008239746,,,0.00118904643977991,0.00104757395750646,0.0504330159665294,,25,-0.000662888927327003,-0.000684272439102642,461.664151611328,
,13956414.72,4369,3.00164997577667,0.13400000333786,0,-0.000814590041991323,35.7840003967285,0.000234567808220163,35.7840003967285,461.518549804688,35.7840003967285,,,0.00110635345433952,0.00111988354515893,0.0656221227887925,,25,-0.000814590041991323,0.000234567808220163,461.518549804688,
,13956423.36,4369,2.99914991855621,0.13400000333786,0,-0.000204174949321896,35.8819999694824,0.000267979613272473,35.8819999694824,461.461383056641,35.8819999694824,,,0.00118946998719378,0.00126688653561947,0.0593231697362934,,25,-0.000204174949321896,0.000267979613272473,461.461383056641,
