[Header]
TITLE, IV scan -35 to -55 (0.1 scan)
FILEOPENTIME,13956082.78,3/9/2025,11:53 AM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm),Bridge 2 Std. Dev. (Ohm),Bridge 3 Std. Dev. (Ohm),Bridge 4 Std. Dev. (Ohm),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,13959848.59,4369,3.00080001354218,0.13400000333786,0,0.00188921070075594,-34.9780006408691,-0.00174959236348514,-34.9780006408691,460.318721923828,-34.9780006408691,,,0.00118677194669532,0.000989888902791095,0.0671864725224254,,25,0.00188921070075594,-0.00174959236348514,460.318721923828,
,13959857.55,4369,3.00074994564056,0.13400000333786,0,0.000939304033818189,-35.0999984741211,0.00141330466722138,-35.0999984741211,460.184681396484,-35.0999984741211,,,0.000972810935359349,0.00103457182773262,0.0902087239914928,,25,0.000939304033818189,0.00141330466722138,460.184681396484,
,13959865.83,4369,2.99954998493195,0.13400000333786,0,-0.00109281922806986,-35.1980018615723,0.000975731442158576,-35.1980018615723,460.152838134766,-35.1980018615723,,,0.00170674201689293,0.00126914564613431,0.051488458589688,,25,-0.00109281922806986,0.000975731442158576,460.152838134766,
,13959874.98,4369,3.00069999694824,0.13400000333786,0,4.32458706200123e-006,-35.2960014343262,-0.00179470129369292,-35.2960014343262,460.118428955078,-35.2960014343262,,,0.00110148713618645,0.00108330550052135,0.0713705181712626,,25,4.32458706200123e-006,-0.00179470129369292,460.118428955078,
,13959883.19,4369,2.99979996681213,0.13400000333786,0,0.0377564326243009,-35.3930015563965,-0.000457078812178224,-35.3930015563965,460.081020507813,-35.3930015563965,,,0.142279046209928,0.00114016391578388,0.117120622014056,,25,0.0377564326243009,-0.000457078812178224,460.081020507813,
,13959892.70,4369,3.0008499622345,0.13400000333786,0,-0.00270505648571998,-35.4910011291504,-0.00109664448857075,-35.4910011291504,459.967406005859,-35.4910011291504,,,0.000887460318285486,0.00119025515364416,0.0582991717725827,,25,-0.00270505648571998,-0.00109664448857075,459.967406005859,
,13959900.95,4369,3.00024998188019,0.13400000333786,0,0.00127377603610512,-35.5890007019043,-0.000561833873798605,-35.5890007019043,459.957581787109,-35.5890007019043,,,0.0012256240287345,0.00094318684443714,0.0607104900368561,,25,0.00127377603610512,-0.000561833873798605,459.957581787109,
,13959909.41,4369,2.99985003471375,0.13400000333786,0,0.000449111421476118,-35.6860008239746,0.00162535566167207,-35.6860008239746,459.828293457031,-35.6860008239746,,,0.00122668417735421,0.00124555451194559,0.0754836425244297,,25,0.000449111421476118,0.00162535566167207,459.828293457031,
,13959918.02,4369,2.99909996986389,0.13400000333786,0,-0.000712305337656289,-35.7840003967285,0.00198763042397331,-35.7840003967285,459.808013916016,-35.7840003967285,,,0.00111581458843368,0.00140070831578619,0.0562897535092403,,25,-0.000712305337656289,0.00198763042397331,459.808013916016,
,13959927.75,4369,3.00039994716644,0.13400000333786,0,-0.00174816425191239,-35.8819999694824,-0.000148870437114965,-35.8819999694824,459.815096435547,-35.8819999694824,,,0.00119213262756254,0.00136872267656971,0.0523528624678692,,25,-0.00174816425191239,-0.000148870437114965,459.815096435547,
,13959937.02,4369,2.99994993209839,0.13400000333786,0,0.00146778091439046,-35.9790000915527,0.000551478388952091,-35.9790000915527,459.740526123047,-35.9790000915527,,,0.00116279564720918,0.00130992215725167,0.0728789128058653,,25,0.00146778091439046,0.000551478388952091,459.740526123047,
,13959946.28,4369,2.99975001811981,0.13400000333786,0,0.0006600345793413,-36.0769996643066,-0.00122698733815923,-36.0769996643066,459.563933105469,-36.0769996643066,,,0.00101644217521457,0.00125938625241541,0.050558208758012,,25,0.0006600345793413,-0.00122698733815923,459.563933105469,
