
Resistance temp-continupus-scan only SMU only (+-)average

SMU-V(+)	SMU-V(-)	SMU-V(+-)/ABS	SMU-I(+)	SMU-I(-)	SMU-I(+-)/ABS	temp-ch1 (K)	EX. temp-ch1(K)	magnetic Field-ch1 (Oe)	2700-CH1(+)	2700-CH1(-)	2700-CH1(+-)	R(+-)-2700-CH1	N/A	N/A	N/A	DMM-2182-CH1(+)	DMM-2182-CH1(-)	DMM-2182-CH1(+-)/ABS	R(+-)-2182-CH1	temp-ch3 (K)	EX. temp-ch3(K)	magnetic Field-ch3 (Oe)	2700-CH3(+)	2700-CH3(-)	2700-CH3(+-)	R(+-)-2700-CH3	N/A	N/A	N/A	DMM-2182-CH4(+)	DMM-2182-CH4(-)	DMM-2182-CH4(+-)/ABS	R(+-)-2182-CH4	temp-ch5 (K)	EX. temp-ch5(K)	magnetic Field-ch5 (Oe)	DMM-CH5(+)	DMM-CH5(-)	DMM-CH5(+-)	R(+-)-CH5	temp-ch6 (K)	EX. temp-ch6(K)	magnetic Field-ch6 (Oe)	DMM-CH6(+)	DMM-CH6(-)	DMM-CH6(+-)	R(+-)-CH6	Time(sec)
1.484728E-3	-9.752273E-4	1.229978E-3	9.999616E-5	-1.000021E-4	9.999913E-5	8.704600E+0	0.000000E+0	-1.140000E-1	8.621425E-4	-8.577921E-4	8.599673E-4	8.599748E+0				1.544579E-3	-1.536541E-3	1.540560E-3	1.540573E+1	8.709250E+0	0.000000E+0	-1.140000E-1	3.218737E-4	-1.162391E-4	2.190564E-4	2.190583E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	1.824944E+2	1.000160E+2	1.000160E+2
1.485252E-3	-9.747028E-4	1.229977E-3	9.999618E-5	-1.000021E-4	9.999914E-5	8.722400E+0	0.000000E+0	-1.140000E-1	8.631156E-4	-8.565118E-4	8.598137E-4	8.598211E+0				1.545585E-3	-1.537504E-3	1.541544E-3	1.541558E+1	8.731100E+0	0.000000E+0	-1.140000E-1	3.221359E-4	-1.157482E-4	2.189421E-4	2.189439E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	2.108780E+2	1.000160E+2	1.000160E+2
1.499939E-3	-1.000261E-3	1.250100E-3	9.999624E-5	-1.000022E-4	9.999922E-5	8.750150E+0	0.000000E+0	-1.140000E-1	8.847519E-4	-9.006609E-4	8.927064E-4	8.927133E+0				1.545728E-3	-1.537901E-3	1.541814E-3	1.541826E+1	8.755800E+0	0.000000E+0	-1.140000E-1	3.221349E-4	-1.142530E-4	2.181940E-4	2.181957E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	2.397971E+2	1.000160E+2	1.000160E+2
3.176594E-3	-3.147364E-3	3.161979E-3	9.999618E-5	-1.000022E-4	9.999919E-5	8.772600E+0	0.000000E+0	-1.140000E-1	2.723598E-3	-4.028012E-3	3.375805E-3	3.375833E+1				1.545555E-3	-1.537747E-3	1.541651E-3	1.541664E+1	8.779000E+0	0.000000E+0	-1.140000E-1	3.223525E-4	-1.145650E-4	2.184587E-4	2.184605E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	2.682253E+2	1.000160E+2	1.000160E+2
9.225559E-3	-8.747006E-3	8.986282E-3	9.999624E-5	-1.000021E-4	9.999917E-5	8.797850E+0	0.000000E+0	-1.140000E-1	8.624151E-3	-8.640299E-3	8.632225E-3	8.632297E+1				1.544237E-3	-1.537677E-3	1.540957E-3	1.540970E+1	8.802200E+0	0.000000E+0	-1.140000E-1	3.232780E-4	-1.159453E-4	2.196116E-4	2.196134E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	2.968590E+2	1.000160E+2	1.000160E+2
9.319591E-3	-8.810473E-3	9.065032E-3	9.999625E-5	-1.000021E-4	9.999918E-5	8.824850E+0	0.000000E+0	-1.140000E-1	8.697695E-3	-8.693510E-3	8.695602E-3	8.695674E+1				1.545598E-3	-1.537362E-3	1.541480E-3	1.541493E+1	8.828700E+0	0.000000E+0	-1.140000E-1	3.229846E-4	-1.153786E-4	2.191816E-4	2.191834E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	3.252728E+2	1.000160E+2	1.000160E+2
9.326267E-3	-8.815765E-3	9.071016E-3	9.999613E-5	-1.000021E-4	9.999912E-5	8.847700E+0	0.000000E+0	-1.140000E-1	8.704226E-3	-8.700591E-3	8.702408E-3	8.702485E+1				1.544791E-3	-1.537192E-3	1.540992E-3	1.541005E+1	8.849750E+0	0.000000E+0	-1.140000E-1	3.227801E-4	-1.158501E-4	2.193151E-4	2.193170E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	3.538721E+2	1.000160E+2	1.000160E+2
9.330940E-3	-8.819628E-3	9.075284E-3	9.999618E-5	-1.000022E-4	9.999919E-5	8.871500E+0	0.000000E+0	-1.140000E-1	8.707251E-3	-8.703519E-3	8.705385E-3	8.705455E+1				1.545976E-3	-1.537529E-3	1.541752E-3	1.541765E+1	8.874950E+0	0.000000E+0	-1.140000E-1	3.231637E-4	-1.155380E-4	2.193508E-4	2.193526E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	3.828212E+2	1.000160E+2	1.000160E+2
9.332943E-3	-8.823013E-3	9.077978E-3	9.999618E-5	-1.000021E-4	9.999914E-5	8.895800E+0	0.000000E+0	-1.140000E-1	8.710191E-3	-8.704686E-3	8.707438E-3	8.707513E+1				1.546000E-3	-1.537205E-3	1.541603E-3	1.541616E+1	8.898100E+0	0.000000E+0	-1.140000E-1	3.229839E-4	-1.143255E-4	2.186547E-4	2.186566E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	4.112283E+2	1.000160E+2	1.000160E+2
9.335232E-3	-8.823347E-3	9.079290E-3	9.999621E-5	-1.000021E-4	9.999916E-5	8.917000E+0	0.000000E+0	-1.140000E-1	8.711519E-3	-8.707446E-3	8.709483E-3	8.709556E+1				1.546102E-3	-1.537373E-3	1.541738E-3	1.541751E+1	8.922450E+0	0.000000E+0	-1.140000E-1	3.231220E-4	-1.154320E-4	2.192770E-4	2.192789E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0				0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	4.398594E+2	1.000160E+2	1.000160E+2
