[Header]
TITLE, 7K to 10K (0.03 inverval)
FILEOPENTIME,14651645.41,3/17/2025,1:06 PM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm),Bridge 2 Std. Dev. (Ohm),Bridge 3 Std. Dev. (Ohm),Bridge 4 Std. Dev. (Ohm),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,14651876.89,4370,7.01754999160767,0.0920000001788139,0,0.000771551798097789,9.98999977111816,0.000870860512368381,9.98999977111816,0.000122225994709879,9.98999977111816,,,0.00279297602428967,0.00318473731922041,0.00295560185886178,,25,0.000771551798097789,0.000870860512368381,0.000122225994709879,
,14651895.06,4370,7.07925009727478,0.0920000001788139,0,0.00142082022503018,9.98999977111816,0.00122221400728449,9.98999977111816,0.000496613023569807,9.98999977111816,,,0.00283723722923951,0.00300960687756632,0.00293642835862781,,25,0.00142082022503018,0.00122221400728449,0.000496613023569807,
,14651913.86,4370,7.14260005950928,0.0920000001788139,0,0.00203900451306254,9.98999977111816,-0.000229101678123698,9.98999977111816,-0.000206191486213356,9.98999977111816,,,0.00299672954435513,0.00337703711339844,0.00337916053038902,,25,0.00203900451306254,-0.000229101678123698,-0.000206191486213356,
,14651930.89,4370,7.19895005226135,0.0920000001788139,0,0.00509369282983243,9.98999977111816,-3.05469194427133e-005,9.98999977111816,0.0014586136827711,9.98999977111816,,,0.00399879879814226,0.00402567486705022,0.0031146589199998,,25,0.00509369282983243,-3.05469194427133e-005,0.0014586136827711,
,14651949.09,4370,7.25969982147217,0.0920000001788139,0,0.0119591050874442,9.98999977111816,-0.000282558675389737,9.98999977111816,0.000374199299840257,9.98999977111816,,,0.00429047819942061,0.00339989353411366,0.00275159434140704,,25,0.0119591050874442,-0.000282558675389737,0.000374199299840257,
,14651967.36,4370,7.32290005683899,0.0920000001788139,0,0.028452217951417,9.98999977111816,-0.000717988882679492,9.98999977111816,-0.000481205326505005,9.98999977111816,,,0.00490749299958121,0.00328853561456633,0.00312751499142458,,25,0.028452217951417,-0.000717988882679492,-0.000481205326505005,
,14651985.70,4370,7.38024997711182,0.0920000001788139,0,0.0462797282636166,9.98999977111816,0.000649245253298432,9.98999977111816,-0.000481205319520086,9.98999977111816,,,0.00480139625833137,0.00362713000211676,0.00361469125513239,,25,0.0462797282636166,0.000649245253298432,-0.000481205319520086,
,14652003.86,4370,7.44300007820129,0.0920000001788139,0,0.0736320479214191,9.98999977111816,-0.00075617978349328,9.98999977111816,-0.00177969586104155,9.98999977111816,,,0.00551855243897773,0.00356035851976867,0.00400539319120292,,25,0.0736320479214191,-0.00075617978349328,-0.00177969586104155,
,14652021.94,4370,7.50230002403259,0.0920000001788139,0,0.113885778188705,9.98999977111816,-0.000962611308787018,9.98999977111816,0.000870763348066248,9.98999977111816,,,0.00794002798522454,0.00415805824176892,0.0039327320831142,,25,0.113885778188705,-0.000962611308787018,0.000870763348066248,
,14652040.27,4370,7.56150007247925,0.0920000001788139,0,0.22725741147995,9.98999977111816,-0.000924369689892046,9.98999977111816,0.000641711153439246,9.98999977111816,,,0.0321628098534009,0.00321794582466168,0.00259508695793855,,25,0.22725741147995,-0.000924369689892046,0.000641711153439246,
